date,Total Visitor Arrivals,US Visitors Arrivals,US West Visitor Arrivals,US East Visitor Arrivals,Japan Visitor Arrivals,Other Visitor Arrivals,Length of Stay,Visitor Days,Average Daily Room Rate,Hotel Occupancy Rate,Revenue per Available Room,Total Visitor Expenditures
7/1/2009,78.73053962,66.99750011,42.17662739,25.73368588,1.658394917,10.0746446,7.296931843,574.4913816,181.3472331,55.78824452,102.4219064,79.59112979
8/1/2009,78.58253832,66.57704096,41.28508873,25.94785293,1.67004385,10.33545351,7.336299212,576.5050139,184.2865322,55.89019771,104.5562949,79.0711767
9/1/2009,79.92642477,68.46492214,40.69031872,26.5931915,1.837310771,9.624191858,7.284070114,582.189682,191.6186143,55.68313129,105.1941344,85.13174624
10/1/2009,75.85267496,64.30895909,39.16921644,25.4323073,1.758637529,9.785078344,7.416383319,562.5525133,194.8708784,57.82357166,111.4248302,84.56478465
11/1/2009,74.7672353,62.93777406,37.96776957,24.22562089,1.729645047,10.09981619,7.460846427,557.8268604,188.4927443,55.30995524,102.9410352,84.50768856
12/1/2009,76.17736804,64.16520025,38.82677854,25.05242837,1.666256575,10.34591122,7.300658081,556.1449176,187.7613602,56.59545327,105.5463372,82.99869396
1/1/2010,76.68485421,64.0398648,38.86719009,24.87120202,1.601539895,11.04344951,7.320502984,561.3717041,181.6889587,56.44523629,103.2783993,83.99208774
2/1/2010,76.18834729,62.92568237,37.77097994,24.19950297,1.679077532,11.58358739,7.315814451,557.3798121,181.4587534,57.45447299,104.4257799,84.12521047
3/1/2010,76.10050906,62.77440155,38.11985298,25.13501156,1.764548705,11.56155881,7.386436258,562.1115594,182.209702,57.61286155,105.4820327,85.32409574
4/1/2010,79.87919229,66.7499612,40.76130214,26.13310259,1.759089045,11.37014205,7.22955483,577.4910005,186.0153049,58.08425183,107.1264065,88.47724611
5/1/2010,78.9635784,65.28788074,40.31546787,25.28468237,1.873841457,11.80185621,7.552391713,596.3638751,183.7207753,58.48664154,107.2763582,94.83415869
6/1/2010,80.50263642,67.34309279,40.51348308,26.80251151,1.842078125,11.31746551,7.29284003,587.0928494,183.5373421,60.3374938,110.5840353,89.66381169
7/1/2010,82.46829166,68.04110555,40.73688606,28.51230491,1.83384224,12.59334387,7.595601056,626.3962432,184.8574896,62.55618422,115.0155733,98.64991934
8/1/2010,82.07747131,68.37025772,41.56494559,25.96706077,1.763614937,11.94359866,7.497647189,615.3879221,186.295264,59.21195819,111.1971331,102.5716085
9/1/2010,82.99099663,68.78819297,42.45635015,26.18174607,1.830540434,12.37226322,7.400236597,614.1530104,188.6519884,60.10657855,111.8562153,97.57535575
10/1/2010,85.03811149,70.42552269,43.72161094,26.89293914,1.76940235,12.84318645,7.339081816,624.1016576,190.8664679,60.8884192,115.2284953,99.40088566
11/1/2010,82.4565929,67.77275715,41.19859084,26.69597375,1.749771345,12.93406441,7.472171515,616.1298047,193.7569757,59.97177613,114.9283915,103.5562444
12/1/2010,81.37325753,66.85610775,39.67291106,26.99921887,1.888319305,12.62883048,7.333138215,596.7213445,193.1309781,60.54412571,117.0511797,96.08220211
1/1/2011,82.75655432,68.06771678,41.87195478,26.63067664,2.058939421,12.62989812,7.537118084,623.7459221,194.2745013,60.72279168,118.6259898,101.0114974
2/1/2011,84.2149516,69.23117392,42.00432227,26.74666324,2.023627932,12.96014974,7.459154949,628.172373,198.7658008,61.64977325,122.0459161,100.932674
3/1/2011,82.33179346,67.92702949,41.49632873,26.70475177,1.664291329,12.74047264,7.549202059,621.5393447,199.5613218,61.75585982,123.8324077,97.51629844
4/1/2011,83.18543726,68.89126412,42.65308362,25.72209861,1.692409847,12.60176329,7.567198191,629.4806903,203.2009285,62.09979691,125.4763627,95.33021308
5/1/2011,82.69787918,68.2771405,41.8598714,25.60503434,1.697898568,12.72284011,7.466693005,617.479676,203.2763543,61.50341308,125.1926284,95.17800049
6/1/2011,81.06119135,67.45795048,42.22707839,25.85578235,1.915305767,11.68793511,7.602832744,616.2946799,202.506113,62.17841321,125.9263779,94.39522718
7/1/2011,82.26393328,68.63030419,42.75050005,26.74679084,2.051521229,11.58210786,7.479455323,615.2894136,202.602606,62.92731746,127.6517348,94.7237187
8/1/2011,82.77290823,68.81261202,42.7113569,25.8890042,2.118475583,11.84182062,7.503197638,621.0614895,201.6117591,64.34220354,130.5079904,95.13432096
9/1/2011,88.51536458,74.24902272,46.45353869,27.59323246,2.130871316,12.13547055,7.486504306,662.6706581,205.0711319,67.56692148,137.0366771,101.5746636
10/1/2011,86.61330745,71.78243821,44.50449862,27.58717638,2.044607704,12.78626154,7.526939095,651.93309,206.8936105,66.49341578,137.4407309,100.7623836
11/1/2011,86.8331798,71.98956953,44.03820321,27.49903652,2.053679778,12.7899305,7.551400368,655.7121059,213.8367033,67.20730898,142.5622229,95.63916382
12/1/2011,88.25304344,72.62863554,45.27822556,27.5156479,2.119367897,13.50504001,7.635886204,673.8901969,206.6891694,68.4527848,142.5009613,102.6057849
1/1/2012,90.05111909,73.61397975,44.9855847,28.09968501,2.155178999,14.28196034,7.594908225,683.929985,207.0234137,69.0263384,142.2795798,105.2775101
2/1/2012,86.54055049,70.8878668,44.4286646,27.9785621,2.178805911,13.47387778,7.731470895,669.0857473,207.0397374,67.22057447,138.0603791,100.5884613
3/1/2012,89.11655731,72.86530195,45.84275415,27.62527898,2.148764891,14.10249047,7.60631392,677.8485103,208.3241127,68.53251846,142.818303,105.5472669
4/1/2012,88.17578106,72.19443474,44.1695519,26.61062824,2.265114137,13.71623218,7.531190671,664.0686198,209.5886298,67.53369322,141.2974348,104.5175604
5/1/2012,89.25131033,74.25676684,45.53222873,28.19779332,2.27427362,12.72026987,7.565740182,675.2522249,211.2291943,68.87151138,145.7998869,103.140865
6/1/2012,88.14876907,72.42603291,43.62246608,29.40128114,2.277302316,13.44543384,7.493336587,660.5283963,211.6584191,68.65042586,145.2121546,104.5705168
7/1/2012,87.74136262,71.89178505,44.44066316,27.54604642,2.346793157,13.50278441,7.525056622,660.2587218,212.1390343,69.35138481,146.8048976,108.3185478
8/1/2012,91.98933893,75.73365677,46.33668404,29.10453,2.400059777,13.85562238,7.376914255,678.5974657,214.1660716,69.31899787,148.4023122,107.4827302
9/1/2012,91.75409807,75.76482149,47.53318458,28.12200778,2.363265968,13.62601061,7.477829163,686.1214703,212.9151748,68.03515387,144.3084567,110.6009127
10/1/2012,92.2418168,76.15223716,48.11846886,27.64457775,2.44053876,13.64904087,7.450314604,687.2305548,213.6008231,69.17449267,148.1164305,109.6223656
11/1/2012,95.31380724,78.73621122,49.48761592,29.77075175,2.585201002,13.99239502,7.512900474,716.0831476,215.4446587,70.41910235,151.793687,112.8740503
12/1/2012,94.35646641,77.45467306,48.72436553,28.65439302,2.471846149,14.4299472,7.540383503,711.4839427,212.1907306,69.66580664,149.8264778,117.7568288
1/1/2013,92.58390799,76.36573462,48.01489362,28.85848036,2.541536408,13.67663696,7.51414927,695.6893046,222.7079857,70.02902483,154.717806,110.0716673
2/1/2013,93.34397089,76.74194838,48.91320146,27.87337285,2.596876974,14.00514554,7.481763686,698.3775317,226.2732439,69.40334753,155.2603914,114.1651302
3/1/2013,93.73325698,77.05173824,48.00438729,28.15242091,2.587425389,14.09409335,7.465968597,699.8095531,226.5190758,69.16659644,154.6981815,115.8511248
4/1/2013,94.16686559,77.35489534,48.88731161,28.30356503,2.557334105,14.25463614,7.589719727,714.7001174,224.5171015,70.05987043,159.8641439,116.2739113
5/1/2013,93.29220196,76.39001468,47.7111357,28.6143985,2.516054522,14.38613276,7.527694447,702.2751907,226.3311704,68.88819767,156.215894,111.4122107
6/1/2013,95.2868932,78.15036908,49.83148248,28.55345844,2.478343586,14.65818054,7.567010421,721.0369138,229.8134439,69.10809416,158.8471035,118.6824988
7/1/2013,93.95751886,76.29914983,47.44146798,29.14044657,2.409817152,15.24855188,7.654514863,719.1992246,231.587859,68.08781859,158.4746234,116.4210383
8/1/2013,92.96722732,75.32233811,46.60397173,29.8549333,2.439563044,15.20532617,7.743543129,719.8957344,233.013088,69.8754847,162.9963409,119.0792595
9/1/2013,91.70355506,74.00223344,45.35978174,27.96499804,2.30610583,15.39521579,7.733275378,709.1688444,231.3147719,68.72009196,158.8053566,116.1431003
10/1/2013,90.58051155,73.17124085,45.47657473,27.42409375,2.467962655,14.94130804,7.744360594,701.4881442,229.9054396,68.78429224,157.9763685,116.099771
11/1/2013,91.57034743,74.50579716,46.8130382,28.05368918,2.27790032,14.78664995,7.783366836,712.7256053,226.7037936,69.33965136,158.0692978,116.3002332
12/1/2013,91.16798896,74.16880993,45.77897393,27.89419224,2.251245364,14.74793367,7.706004031,702.5408904,230.3830267,69.43753009,161.3744924,120.058118
1/1/2014,92.16264132,73.74159836,46.64182337,27.67971657,2.069602905,16.35144006,7.800547401,718.9190522,230.9252025,70.06291607,160.7001238,121.7103474
2/1/2014,90.86532305,74.30782093,45.69704758,28.32839353,2.061478131,14.49602399,7.738998533,703.2066018,231.7830725,70.07903451,160.6068568,122.1661521
3/1/2014,91.81694358,75.15280643,47.06582245,28.62082022,2.028093719,14.63604343,7.737681496,710.4502654,229.770563,69.40461968,160.1531053,120.9298397
4/1/2014,90.53446251,73.65981018,44.18548067,28.38310036,1.911566823,14.96308551,7.739144019,700.6592441,227.9007577,69.44920652,157.8338927,120.7336357
5/1/2014,90.7799973,73.86956464,46.13829574,28.41516832,1.894595233,15.01583743,7.82054913,709.9494289,229.1402463,69.92113462,160.260892,122.6116367
6/1/2014,93.0336118,75.60866345,47.5369105,28.04247071,1.97622232,15.44872603,7.712703876,717.5406983,230.6419076,69.86568882,160.8281886,123.0038856
7/1/2014,95.12283406,77.96521762,49.12110398,28.68965741,2.042618142,15.11499829,7.616064898,724.4616775,235.1201478,70.77290941,166.5047776,120.9785653
8/1/2014,92.51285272,75.72805372,47.01048124,28.72241777,2.012233396,14.77256561,7.633267345,706.1753377,235.6992959,68.18950335,161.1915246,120.2862405
9/1/2014,93.72477162,76.31104981,47.87033602,28.40219989,1.98566588,15.42805593,7.677624519,719.5836047,238.6772862,70.94826548,169.3648314,120.8487624
10/1/2014,94.39783261,77.32256143,48.45117842,29.18845644,1.943756295,15.13151489,7.684542399,725.4041471,241.16823,72.2115607,172.9028877,124.2507734
11/1/2014,92.00906195,74.84473209,47.28271566,27.50374582,1.959896369,15.20443349,7.781207691,715.9416205,240.1161475,70.12505998,170.3600163,123.5873255
12/1/2014,96.64441048,78.71314661,48.52179629,29.72588631,1.959683295,15.97158058,7.638042307,738.1740959,245.4971432,70.47010086,173.9729033,125.1421626
1/1/2015,98.32633207,73.68092147,47.73064771,26.82774885,2.496543938,22.14886666,7.552628542,742.6222621,226.984272,68.3067216,153.9970025,123.1893777
2/1/2015,95.25145797,77.54968643,49.15899492,28.40523955,1.857172035,15.84459951,7.740307206,737.2755465,243.9975764,72.49864312,174.9157927,132.2503236
3/1/2015,99.96735343,81.34395936,53.83359984,28.34494838,1.970017853,16.65337622,7.436784127,743.4356272,249.5891606,71.75069133,179.8445644,140.8527462
4/1/2015,94.37311316,77.06699485,47.02908844,28.73026216,1.420592918,15.88552539,7.44361282,702.4769149,,,,120.9513621
5/1/2015,98.1188717,76.97399138,49.20446254,28.47466526,2.924617986,18.22026234,7.778798433,763.2469254,,,,
