date,Total Nonfarm Jobs,Construction & Mining,Manufacturing,"Trade, Transport, & Utility",Transportation & Utilities,Total Trade Jobs,Information Jobs,Financial Activities,Finance and Insurance Jobs,Real Estate & Rental Jobs,Professional & Bus Services,"Prof, Sci, and Tech Svc Jobs",Mgmt of Companies jobs,Admin & Waste Management,Educational & Health Svs,Educational Services,Healthcare & Social Asst,Leisure & Hospitality,"Arts, Entertain., & Recreation",Accom & Food Services,Other service jobs,Total Government Jobs,Total Government Jobs,Federal Government Jobs,State & Local Government Jobs,Employment,Unemployment Rate,Retail Trade Jobs,Wholesale Trade Jobs
5/1/1989,23.01901865,1.56990865,0.920136457,4.98346931,1.447445856,,,1.397606623,0.508838369,0.888768254,,,,,,,1.575461485,,,6.974741596,,3.249637292,0.350128761,2.899508531,,,,,
6/1/1989,23.16529191,1.601596027,0.916819505,5.005905087,1.447884171,,,1.395312586,0.509258135,0.886054451,,,,,,,1.583859476,,,7.028255168,,3.256413026,0.349306768,2.907106258,,,,,
7/1/1989,23.1759871,1.606064641,0.911486082,4.986596248,1.439092008,,,1.389959569,0.50649731,0.883462259,,,,,,,1.578076336,,,7.047466729,,3.28122224,0.351242336,2.929979904,,,,,
8/1/1989,23.33160202,1.637663762,0.916100267,5.005408456,1.461214493,,,1.402360597,0.511831738,0.890528859,,,,,,,1.594927733,,,7.060663808,,3.290966493,0.351051176,2.939915317,,,,,
9/1/1989,23.44169237,1.687901279,0.924016413,5.03200122,1.472686108,,,1.405777353,0.512383485,0.893393869,,,,,,,1.625305193,,,7.033868591,,3.333486575,0.34899948,2.984487096,,,,,
10/1/1989,23.60184965,1.708952295,0.914342168,5.094204285,1.489024922,,,1.423790873,0.518958062,0.904832811,,,,,,,1.60791293,,,7.07733814,,3.309112814,0.351459864,2.95765295,,,,,
11/1/1989,23.74798067,1.731646483,0.915063446,5.125354101,1.502867175,,,1.441505102,0.523617139,0.917887963,,,,,,,1.618124616,,,7.072049935,,3.309679369,0.35001161,2.959667759,,,,,
12/1/1989,23.82261765,1.732049458,0.91289093,5.138942483,1.513838333,,,1.444375524,0.526830075,0.917545449,,,,,,,1.622662562,,,7.061079217,,3.317006183,0.350212846,2.966793337,,,,,
1/1/1990,23.60835286,1.740140515,0.853724696,5.312526311,1.370020534,3.942505777,0.386731988,1.310790285,0.497708524,0.813081761,1.347562448,0.293055556,-1.29E-16,1.054506893,1.611612124,0.098507463,1.513104661,7.123817668,0.801077199,6.322740468,0.564333895,3.357112925,0.397071742,2.960041183,24929.94658,4.46136986,3.468756957,0.47374882,
2/1/1990,23.81169708,1.785667447,0.849716599,5.374035299,1.394661191,3.979374108,0.391609599,1.314392716,0.494958753,0.819433962,1.361061035,0.297222222,-1.29E-16,1.063838812,1.615723822,0.098507463,1.517216359,7.205220622,0.792369838,6.412850784,0.567242833,3.34702711,0.398243045,2.948784065,24926.91165,4.376588725,3.500148423,0.479225685,
3/1/1990,23.79091297,1.775550351,0.849716599,5.383891561,1.404517454,3.979374108,0.388752388,1.317142487,0.497708524,0.819433962,1.387168611,0.3,-1.29E-16,1.087168611,1.620954922,0.099626866,1.521328056,7.09138456,0.783662478,6.307722082,0.573060708,3.40329078,0.399414348,3.003876432,24683.70465,4.732723568,3.500148423,0.479225685,
4/1/1990,24.03934798,1.760374707,0.829676113,5.399891074,1.399589322,4.000301751,0.402108876,1.317142487,0.497708524,0.819433962,1.373670025,0.295833333,-1.29E-16,1.077836691,1.636282309,0.098507463,1.537774846,7.301641963,0.783662478,6.517979485,0.573060708,3.445499719,0.404099561,3.041400158,24560.63617,4.684529144,3.521076067,0.479225685,
5/1/1990,24.05287417,1.770491803,0.821659919,5.393077023,1.384804928,4.008272095,0.402738441,1.33259666,0.500458295,0.832138365,1.381113762,0.298611111,-1.32E-16,1.082502651,1.640394006,0.098507463,1.541886544,7.280312552,0.792369838,6.487942713,0.573060708,3.457429294,0.413469985,3.043959308,24598.78456,4.115542808,3.526307978,0.481964117,
6/1/1990,24.08889615,1.785667447,0.817651822,5.413700887,1.38973306,4.023967828,0.409171217,1.341698632,0.503208066,0.838490566,1.395111641,0.298611111,-1.35E-16,1.09650053,1.649736804,0.099626866,1.550109938,7.257784973,0.792369838,6.465415135,0.581787521,3.436585207,0.406442167,3.03014304,24763.68728,4.290436625,3.542003711,0.481964117,
7/1/1990,24.16632297,1.795784543,0.817651822,5.41643932,1.38973306,4.02670626,0.399355624,1.350800604,0.505957837,0.844842767,1.410498409,0.3,-1.29E-16,1.110498409,1.661705982,0.095149254,1.566556728,7.245162923,0.80978456,6.435378363,0.573060708,3.495863035,0.401756955,3.09410608,24835.7921,4.291595522,3.542003711,0.48470255,
8/1/1990,24.19891364,1.805901639,0.817651822,5.423802104,1.399589322,4.024212782,0.403487084,1.360755236,0.503208066,0.85754717,1.419830329,0.3,-1.32E-16,1.119830329,1.673287586,0.098507463,1.574780123,7.238851898,0.818491921,6.420359977,0.573060708,3.48228523,0.398243045,3.084042185,25155.01482,3.571426317,3.5367718,0.487440982,
9/1/1990,24.21256612,1.810960187,0.817651822,5.425688023,1.409445585,4.016242438,0.401182242,1.360755236,0.503208066,0.85754717,1.421219218,0.301388889,-1.32E-16,1.119830329,1.683749787,0.100746269,1.583003518,7.240050066,0.827199282,6.412850784,0.570151771,3.481157765,0.394729136,3.086428629,25281.99349,3.590645887,3.531539889,0.48470255,
10/1/1990,24.45624099,1.856487119,0.813643725,5.459514142,1.414373717,4.045140425,0.405321984,1.367107437,0.503208066,0.863899371,1.436605986,0.302777778,-1.27E-16,1.133828208,1.688980887,0.101865672,1.587115215,7.345178767,0.827199282,6.517979485,0.584696459,3.498704487,0.395900439,3.102804048,25536.52498,3.16345879,3.557699443,0.487440982,
11/1/1990,24.59654905,1.856487119,0.813643725,5.466935752,1.419301848,4.047633904,0.403154791,1.367960097,0.497708524,0.870251572,1.428662955,0.304166667,-1.27E-16,1.124496288,1.699443088,0.104104478,1.59533861,7.459014829,0.835906643,6.623108187,0.578878583,3.522368106,0.398243045,3.124125061,26002.00201,2.816026872,3.562931354,0.48470255,
12/1/1990,24.54092157,1.866604215,0.813643725,5.442907071,1.429158111,4.01374896,0.406385765,1.367960097,0.497708524,0.870251572,1.425385884,0.305555556,-1.27E-16,1.119830329,1.699443088,0.104104478,1.59533861,7.420270697,0.827199282,6.593071415,0.581787521,3.51653351,0.391215227,3.125318283,26132.43826,3.229325219,3.526307978,0.487440982,
1/1/1991,25.36714845,1.732164282,0.849308756,5.465366046,1.444943182,4.020422865,0.337618788,1.288495212,0.464031972,0.82446324,1.528184531,0.317809735,0.104440497,1.105934299,1.74713871,0.099013453,1.648125258,8.133038613,0.753397213,7.3796414,0.604142973,3.681690538,0.396850394,3.284840144,26757.74932,3.98549644,3.552865613,0.467557252,
2/1/1991,25.21510012,1.732164282,0.837117721,5.457469488,1.444943182,4.012526306,0.341768303,1.277169546,0.459147425,0.818022121,1.517872002,0.319247788,0.106571936,1.092052278,1.754303104,0.09793722,1.656365884,8.08313953,0.737195122,7.345944408,0.60714866,3.606947489,0.395669291,3.211278197,26695.72472,3.713899559,3.54764081,0.464885496,
3/1/1991,25.15472564,1.727457314,0.824926686,5.427360793,1.425284091,4.002076702,0.34087936,1.2731707,0.461589698,0.811581002,1.517178616,0.320685841,0.104440497,1.092052278,1.761652116,0.101165919,1.660486197,8.064998222,0.769599303,7.295398919,0.610154346,3.606947489,0.395669291,3.211278197,26842.93404,3.953519464,3.537191206,0.464885496,
4/1/1991,25.10254157,1.727457314,0.812735651,5.406461583,1.425284091,3.981177492,0.341488411,1.277169546,0.459147425,0.818022121,1.512967021,0.325,0.095914742,1.092052278,1.751259024,0.099013453,1.652245571,8.048472928,0.761498258,7.28697467,0.60714866,3.617381431,0.394488189,3.222893242,26982.27735,3.939054793,3.516291996,0.464885496,
5/1/1991,25.13291624,1.727457314,0.808671973,5.411686386,1.425284091,3.986402295,0.344502868,1.277169546,0.459147425,0.818022121,1.509777734,0.326438053,0.095914742,1.087424938,1.75322687,0.096860987,1.656365884,8.074068876,0.753397213,7.320671663,0.610154346,3.616200328,0.393307087,3.222893242,27373.47427,3.896826644,3.521516798,0.464885496,
6/1/1991,25.20966031,1.722750346,0.804608295,5.415981099,1.440028409,3.97595269,0.353613412,1.277169546,0.459147425,0.818022121,1.510157938,0.329314159,0.098046181,1.082797598,1.755379337,0.099013453,1.656365884,8.132392207,0.769599303,7.362792904,0.610154346,3.627453788,0.394488189,3.232965599,27327.52546,4.689239697,3.511067194,0.464885496,
7/1/1991,25.30117498,1.703922473,0.804608295,5.421515931,1.435113636,3.986402295,0.341834283,1.283610665,0.459147425,0.82446324,1.510851324,0.327876106,0.10017762,1.082797598,1.760575883,0.100089686,1.660486197,8.207887238,0.777700348,7.430186889,0.613160032,3.653208851,0.406299213,3.246909639,27828.06263,4.42676587,3.521516798,0.464885496,
8/1/1991,25.34862415,1.694508537,0.800544617,5.424187687,1.435113636,3.98907405,0.334186262,1.283610665,0.459147425,0.82446324,1.509413271,0.326438053,0.10017762,1.082797598,1.772045209,0.103318386,1.668726823,8.24158423,0.777700348,7.463883882,0.622177092,3.666366582,0.406299213,3.260067369,27728.21453,4.227021897,3.521516798,0.467557252,
9/1/1991,25.37747316,1.675680665,0.800544617,5.438621975,1.454772727,3.983849248,0.340075022,1.281168391,0.456705151,0.82446324,1.516916717,0.329314159,0.10017762,1.087424938,1.769892743,0.101165919,1.668726823,8.266533772,0.785801394,7.480732378,0.625182778,3.662856485,0.40511811,3.257738374,27900.67249,4.384424252,3.516291996,0.467557252,
10/1/1991,25.40783143,1.666266728,0.796480938,5.44191379,1.444943182,3.996970608,0.339385552,1.285167237,0.454262877,0.830904359,1.515843127,0.327876106,0.095914742,1.092052278,1.789418075,0.100089686,1.689328389,8.249685276,0.785801394,7.463883882,0.625182778,3.698487926,0.40511811,3.293369816,27522.8821,4.260620224,3.526741601,0.470229008,
11/1/1991,25.45346117,1.652145824,0.788353582,5.454415091,1.454772727,3.999642364,0.340465643,1.298049475,0.454262877,0.843786597,1.525791193,0.326438053,0.098046181,1.101306959,1.789418075,0.100089686,1.689328389,8.265887366,0.802003484,7.463883882,0.631194151,3.707740765,0.402755906,3.30498486,27131.64063,5.044828484,3.526741601,0.472900763,
12/1/1991,25.46812664,1.647438856,0.780226225,5.458472387,1.469517045,3.988955341,0.344182096,1.304490594,0.454262877,0.850227716,1.527177964,0.323561947,0.102309059,1.101306959,1.793538388,0.100089686,1.693448702,8.273665209,0.818205575,7.455459634,0.631194151,3.707740765,0.402755906,3.30498486,27207.52916,4.825852995,3.526741601,0.46221374,
1/1/1992,24.59526926,1.72204551,0.810968598,5.11322189,1.421410579,3.69181131,0.328324307,1.16896124,0.492100618,0.676860622,1.48102758,0.358068098,0.049411765,1.073547718,1.828266507,0.098872507,1.729394,7.669797703,0.810048622,6.85974908,0.587280531,3.885375398,0.407513148,3.47786225,27574.0317,5.563157321,3.286964,0.40484731,
2/1/1992,24.61123674,1.707071201,0.810968598,5.113354366,1.426196474,3.687157893,0.338456272,1.171905571,0.489496911,0.68240866,1.479861559,0.35488527,0.051428571,1.073547718,1.830348033,0.100954033,1.729394,7.685230209,0.810048622,6.875181587,0.587280531,3.8867604,0.406311044,3.480449355,27314.39247,6.466989373,3.286964,0.400193892,
3/1/1992,24.66287124,1.702079765,0.806722689,5.156702391,1.44534005,3.711362341,0.330993808,1.177453609,0.489496911,0.687956698,1.482799883,0.353293856,0.051428571,1.078077455,1.832474278,0.098872507,1.733601772,7.692946462,0.810048622,6.88289784,0.584510339,3.896188012,0.405108941,3.491079071,27176.19093,6.553910899,3.311168448,0.400193892,
4/1/1992,24.64055235,1.697088329,0.80247678,5.12298115,1.430982368,3.691998782,0.314268078,1.171905571,0.489496911,0.68240866,1.483785015,0.362842339,0.047394958,1.073547718,1.837722813,0.09991327,1.737809543,7.724036875,0.817990276,6.906046599,0.587280531,3.899007213,0.403906837,3.495100376,27308.65458,6.724163491,3.29180489,0.400193892,
5/1/1992,24.63628398,1.692096893,0.798230871,5.127877035,1.426196474,3.701680562,0.3183877,1.171905571,0.489496911,0.68240866,1.497374226,0.362842339,0.047394958,1.087136929,1.836682049,0.098872507,1.737809543,7.716320622,0.817990276,6.898330346,0.590050722,3.887358292,0.400300526,3.487057766,27253.13407,6.841972539,3.301486669,0.400193892,
6/1/1992,24.64518327,1.692096893,0.798230871,5.123036146,1.426196474,3.696839672,0.326496497,1.171905571,0.489496911,0.68240866,1.492686872,0.359659511,0.050420168,1.082607192,1.840889821,0.098872507,1.742017314,7.692946462,0.810048622,6.88289784,0.592820913,3.914073227,0.400300526,3.513772701,27209.39547,8.009539693,3.29664578,0.400193892,
7/1/1992,24.67443884,1.692096893,0.819460416,5.125307859,1.430982368,3.694325491,0.338362622,1.171905571,0.489496911,0.68240866,1.498808023,0.361250925,0.050420168,1.087136929,1.837722813,0.09991327,1.737809543,7.670248503,0.825931929,6.844316574,0.595591104,3.924935038,0.399098422,3.525836616,27246.85914,7.036894977,3.29180489,0.402520601,
8/1/1992,24.67482318,1.677122584,0.806722689,5.110840186,1.426196474,3.684643712,0.340356687,1.174849902,0.486893204,0.687956698,1.511388831,0.361250925,0.049411765,1.100726141,1.859802432,0.100954033,1.758848399,7.654590596,0.817990276,6.836600321,0.595591104,3.943558167,0.397896319,3.545661848,27425.46302,6.779960829,3.282123111,0.402520601,
9/1/1992,24.58457388,1.64218253,0.793984962,5.115703561,1.440554156,3.675149405,0.343646177,1.180057316,0.492100618,0.687956698,1.509797417,0.359659511,0.049411765,1.100726141,1.868217975,0.100954033,1.767263942,7.593085971,0.825931929,6.767154042,0.595591104,3.942306866,0.395492111,3.546814755,27025.22584,6.403750877,3.277282221,0.397867184,
10/1/1992,24.51333285,1.702079765,0.789739054,5.065297929,1.411838791,3.653459138,0.342800797,1.177112985,0.494704325,0.68240866,1.529846286,0.358068098,0.048403361,1.123374827,1.847179119,0.100954033,1.746225086,7.515923439,0.825931929,6.68999151,0.595591104,3.94776237,0.395492111,3.552270259,23914.05584,22.08048839,3.257918663,0.395540475,
11/1/1992,24.5062342,1.727036946,0.785493145,5.048316075,1.407052897,3.641263178,0.339569615,1.177112985,0.494704325,0.68240866,1.514752547,0.358068098,0.051428571,1.105255878,1.842971347,0.100954033,1.742017314,7.515698039,0.817990276,6.697707763,0.592820913,3.962462588,0.396694215,3.565768373,24069.05508,19.5083265,3.243395995,0.397867184,
12/1/1992,24.52087515,1.737019819,0.781247236,5.057942859,1.411838791,3.646104068,0.338337439,1.176772361,0.499911739,0.676860622,1.519620791,0.35488527,0.050420168,1.114315353,1.847179119,0.100954033,1.746225086,7.500265533,0.817990276,6.682275257,0.595591104,3.966898887,0.393087904,3.573810983,24359.00753,15.8817519,3.248236884,0.397867184,
1/1/1993,22.42885644,2.906182082,0.499574065,4.809172441,1.221867882,3.587304559,0.313653144,1.035702934,0.400338696,0.635364238,1.5231683,0.406292135,0.042810985,1.07406518,1.894626678,0.100763359,1.793863319,4.743186594,0.699434115,4.043752479,0.560582822,4.143007381,0.426001571,3.71700581,24046.24556,17.81214282,3.181770962,0.405533597,
2/1/1993,22.54067346,2.947114224,0.49408424,4.833350031,1.221867882,3.61148215,0.307560008,1.041969708,0.396274344,0.645695364,1.526854543,0.406292135,0.042003231,1.078559177,1.912000657,0.100763359,1.811237298,4.752746293,0.699434115,4.053312178,0.560582822,4.164410935,0.426001571,3.738409364,23965.23028,16.64235022,3.205948553,0.405533597,
3/1/1993,22.52803401,2.91436851,0.49408424,4.839748566,1.213667426,3.62608114,0.302706642,1.047135271,0.396274344,0.650860927,1.530358541,0.404494382,0.042810985,1.083053173,1.910982845,0.099745547,1.811237298,4.745197367,0.706224737,4.03897263,0.560582822,4.182869207,0.427336999,3.755532208,24237.11145,15.46407047,3.225290626,0.400790514,
4/1/1993,22.57500868,2.897995653,0.491339328,4.866039592,1.201366743,3.66467285,0.303648987,1.05433301,0.39830652,0.65602649,1.544113511,0.402696629,0.040387722,1.10102916,1.906639351,0.099745547,1.806893804,4.74720814,0.71301536,4.034192781,0.568404908,4.195286202,0.424666143,3.770620059,24465.38958,13.67560592,3.259139253,0.405533597,
5/1/1993,22.5639077,2.873436368,0.488594416,4.858574427,1.189066059,3.669508368,0.304212151,1.059498573,0.39830652,0.661192053,1.540700249,0.400898876,0.038772213,1.10102916,1.91532634,0.099745547,1.815580793,4.749977216,0.706224737,4.043752479,0.568404908,4.205183051,0.426001571,3.77918148,24584.24677,12.66277947,3.263974771,0.405533597,
6/1/1993,22.55399391,2.840690654,0.483104591,4.909559256,1.201366743,3.708192513,0.302334749,1.06263196,0.396274344,0.666357616,1.546718247,0.395505618,0.041195477,1.110017153,1.926048953,0.10178117,1.824267782,4.735637669,0.706224737,4.029412931,0.568404908,4.178862922,0.423330715,3.755532208,24476.08678,13.66199499,3.302658917,0.405533597,
7/1/1993,22.43940676,2.832504226,0.480359678,4.890879239,1.184965831,3.705913407,0.302223571,1.050098413,0.404403048,0.645695364,1.524157528,0.399101124,0.042003231,1.083053173,1.9166164,0.096692112,1.819924288,4.707716876,0.692643492,4.015073384,0.568404908,4.166445928,0.426001571,3.740444357,25103.41958,12.35577388,3.307494435,0.398418972,
8/1/1993,22.3314387,2.791572084,0.477614766,4.860229878,1.180865604,3.679364275,0.29990574,1.048066236,0.402370872,0.645695364,1.518855777,0.399101124,0.041195477,1.078559177,1.910982845,0.099745547,1.811237298,4.688597479,0.692643492,3.995953987,0.565797546,4.169816348,0.427336999,3.742479349,25022.86131,11.4112739,3.283316844,0.396047431,
9/1/1993,22.30236636,2.775199227,0.474869853,4.85465907,1.184965831,3.669693238,0.295111545,1.050098413,0.404403048,0.645695364,1.526853772,0.397303371,0.042003231,1.08754717,1.921705458,0.10178117,1.819924288,4.688597479,0.692643492,3.995953987,0.568404908,4.14686664,0.426001571,3.720865069,25035.72516,11.24755432,3.273645808,0.396047431,
10/1/1993,22.40324862,2.750639942,0.472124941,4.868946545,1.213667426,3.655279119,0.286976793,1.04603406,0.400338696,0.645695364,1.533145521,0.399101124,0.042003231,1.092041166,1.928356824,0.099745547,1.828611277,4.735637669,0.706224737,4.029412931,0.57101227,4.210374053,0.424666143,3.78570791,25181.49733,11.32913649,3.263974771,0.391304348,
11/1/1993,22.29885938,2.701521372,0.469380028,4.849088261,1.189066059,3.660022202,0.288831456,1.056365186,0.400338696,0.65602649,1.535841765,0.397303371,0.042003231,1.096535163,1.932700319,0.099745547,1.832954772,4.700167951,0.699434115,4.000733836,0.57101227,4.193950774,0.423330715,3.770620059,25151.71427,11.66768787,3.263974771,0.396047431,
12/1/1993,22.21782344,2.644216373,0.469380028,4.838516264,1.180865604,3.657650661,0.292835214,1.053231799,0.402370872,0.650860927,1.547708246,0.397303371,0.040387722,1.110017153,1.932700319,0.099745547,1.832954772,4.657149307,0.699434115,3.957715192,0.57101227,4.211073617,0.423330715,3.787742902,24932.54372,11.46605522,3.263974771,0.393675889,
1/1/1994,22.98792564,1.934179266,0.443855302,5.044894851,1.304874531,3.74002032,0.31987895,1.186981112,0.407856533,0.779124579,1.496083329,0.419367137,0.059322034,1.017394158,2.117679325,0.099828473,2.017850851,5.69869809,0.81657502,4.882123071,0.580879541,4.16479587,0.45323741,3.71155846,24726.33567,13.67354333,3.337989863,0.402030457,
2/1/1994,22.95777867,1.928077754,0.446481665,5.017547931,1.304874531,3.712673399,0.325716396,1.184931582,0.405807003,0.779124579,1.493098532,0.417460923,0.058243451,1.017394158,2.111913426,0.098799314,2.013114112,5.69676804,0.808798115,4.887969925,0.583556405,4.169686939,0.45323741,3.716449529,24544.36545,14.212696,3.313079491,0.399593909,
3/1/1994,23.00192531,1.91587473,0.449108028,5.041010781,1.318373233,3.722637548,0.333377324,1.17294505,0.405807003,0.767138047,1.496122346,0.417460923,0.057164869,1.021496554,2.112942586,0.099828473,2.013114112,5.716238652,0.81657502,4.899663633,0.580879541,4.18342627,0.451798561,3.731627708,24578.2343,14.18984603,3.32304364,0.399593909,
4/1/1994,22.99711852,1.934179266,0.45173439,5.055474498,1.322872801,3.732601697,0.334608475,1.124998922,0.405807003,0.719191919,1.508716247,0.42508578,0.053929122,1.029701346,2.122416064,0.099828473,2.022587591,5.700684843,0.80102121,4.899663633,0.580879541,4.18342627,0.451798561,3.731627708,24590.66685,13.61686212,3.333007788,0.399593909,
5/1/1994,22.87561527,1.91587473,0.449108028,5.053893986,1.313873666,3.74002032,0.327538788,1.126893127,0.401707942,0.725185185,1.515555742,0.417460923,0.056086287,1.042008533,2.112942586,0.099828473,2.013114112,5.712321849,0.824351925,4.887969925,0.583556405,4.077930025,0.454676259,3.623253766,24611.8559,13.62560287,3.337989863,0.402030457,
6/1/1994,22.95765594,1.897570194,0.443855302,5.032494154,1.304874531,3.727619623,0.32378507,1.126893127,0.401707942,0.725185185,1.517712907,0.417460923,0.058243451,1.042008533,2.113971745,0.100857633,2.013114112,5.725945608,0.83212883,4.893816779,0.58623327,4.189194558,0.451798561,3.737395997,24697.43929,13.58616346,3.328025714,0.399593909,
7/1/1994,23.03161755,1.891468683,0.443855302,5.029442108,1.286876262,3.742565846,0.325676346,1.134780598,0.397608881,0.737171717,1.510625715,0.415554708,0.057164869,1.037906137,2.123036165,0.095711835,2.02732433,5.786344199,0.839905734,4.946438465,0.580879541,4.205508889,0.448920863,3.756588026,25223.06738,12.66652726,3.342971937,0.399593909,
8/1/1994,23.00143838,1.885367171,0.438602577,5.048887898,1.291375829,3.757512069,0.331866167,1.134780598,0.397608881,0.737171717,1.522066253,0.415554708,0.060400616,1.046110929,2.088229731,0.098799314,1.989430417,5.768803637,0.839905734,4.928897903,0.578202677,4.20463167,0.448920863,3.755710807,25244.79281,12.25148657,3.35791816,0.399593909,
9/1/1994,23.0271892,1.860961123,0.443855302,5.058852047,1.291375829,3.767476218,0.331329266,1.142823395,0.399658412,0.743164983,1.525090067,0.415554708,0.059322034,1.050213325,2.119328585,0.096740995,2.022587591,5.794121104,0.847682639,4.946438465,0.588910134,4.161918172,0.450359712,3.71155846,25297.59932,12.71015854,3.367882309,0.399593909,
10/1/1994,23.03949408,1.836555076,0.433349851,5.070263717,1.277877127,3.79238659,0.345187337,1.124688272,0.393509821,0.731178451,1.531388644,0.413648494,0.059322034,1.058418116,2.120766803,0.102915952,2.017850851,5.788330951,0.824351925,4.963979027,0.580879541,4.20808389,0.447482014,3.760601876,24997.60835,12.56845551,3.392792681,0.399593909,
11/1/1994,23.10051947,1.812149028,0.430723489,5.131146615,1.291375829,3.839770786,0.345979649,1.124688272,0.393509821,0.731178451,1.53549104,0.413648494,0.059322034,1.062520512,2.125503542,0.102915952,2.022587591,5.805871513,0.824351925,4.981519588,0.588910134,4.200056191,0.447482014,3.752574176,25328.11735,12.11208957,3.442613426,0.39715736,
12/1/1994,23.06761145,1.781641469,0.428097126,5.114137373,1.286876262,3.827261111,0.355056232,1.126582477,0.38941076,0.737171717,1.545892013,0.41174228,0.059322034,1.074827699,2.119737644,0.101886792,2.017850851,5.811718367,0.824351925,4.987366442,0.583556405,4.201192342,0.444604317,3.756588026,25311.9958,11.55930476,3.427667202,0.399593909,
1/1/1995,23.70456401,1.644451146,0.467485919,5.235443437,1.213656388,4.021787049,0.306235145,1.267682219,0.406382979,0.86129924,1.492553535,0.415254237,0.042521994,1.034777303,1.997896286,0.09957663,1.898319656,6.50033048,0.841476826,5.658853654,0.582662064,4.209823778,0.408771459,3.801052319,25592.84149,11.68461602,3.616640369,0.40514668,
2/1/1995,23.64610467,1.632991556,0.461853559,5.22062546,1.209397944,4.011227515,0.308196985,1.267682219,0.406382979,0.86129924,1.499630037,0.415254237,0.041788856,1.042586943,1.994477048,0.100592718,1.89388433,6.497973951,0.865750196,5.632223754,0.585347142,4.177326713,0.408771459,3.768555253,25248.78021,11.76006011,3.606080835,0.40514668,
3/1/1995,23.66734998,1.627261761,0.456221198,5.23016367,1.213656388,4.016507282,0.313721565,1.263426899,0.40212766,0.86129924,1.506706539,0.415254237,0.041055718,1.050396583,1.989025633,0.09957663,1.889449004,6.504631425,0.865750196,5.638881229,0.588032221,4.188159068,0.408771459,3.779387609,25145.5973,11.61894665,3.611360602,0.40514668,
4/1/1995,23.63889443,1.604342581,0.456221198,5.214324369,1.213656388,4.000667982,0.303849717,1.263426899,0.40212766,0.86129924,1.504729138,0.413276836,0.041055718,1.050396583,1.992444872,0.098560542,1.89388433,6.519380024,0.87384132,5.645538704,0.585347142,4.194828491,0.411400215,3.783428276,25030.40753,11.80455132,3.595521301,0.40514668,
5/1/1995,23.52970346,1.592882992,0.456221198,5.224883903,1.213656388,4.011227515,0.305830107,1.256308724,0.40212766,0.854181064,1.513271916,0.413276836,0.041788856,1.058206223,2.007783027,0.100592718,1.907190309,6.4461478,0.87384132,5.57230648,0.582662064,4.143711727,0.408771459,3.734940268,25202.29197,11.27311237,3.606080835,0.40514668,
6/1/1995,23.54988635,1.592882992,0.456221198,5.237231474,1.217914831,4.019316643,0.312689513,1.254181064,0.4,0.854181064,1.509317114,0.409322034,0.041788856,1.058206223,1.992444872,0.098560542,1.89388433,6.494183773,0.881932443,5.61225133,0.579976985,4.12075737,0.408771459,3.71198591,25437.82994,11.58838307,3.616640369,0.402676274,
7/1/1995,23.52062731,1.575693607,0.456221198,5.237142668,1.209397944,4.027744724,0.310943628,1.247798086,0.393617021,0.854181064,1.524886411,0.405367232,0.041788856,1.077730323,1.980154981,0.09957663,1.880578351,6.488449179,0.84956795,5.638881229,0.585347142,4.113990413,0.410085837,3.703904576,25988.94909,10.8775239,3.63247967,0.395265054,
8/1/1995,23.46597339,1.575693607,0.459037378,5.262520179,1.213656388,4.048863792,0.309391182,1.263426899,0.40212766,0.86129924,1.517809909,0.405367232,0.042521994,1.069920683,1.9603815,0.097544454,1.862837046,6.495106654,0.84956795,5.645538704,0.582662064,4.039944022,0.408771459,3.631172563,25961.01672,10.6315253,3.653598738,0.395265054,
9/1/1995,23.44548619,1.564234017,0.459037378,5.247956812,1.196622614,4.051334198,0.310200474,1.26129924,0.4,0.86129924,1.51900419,0.403389831,0.041788856,1.073825503,2.002331612,0.09957663,1.902754982,6.503197777,0.857659073,5.645538704,0.579976985,3.998247702,0.408771459,3.589476243,25917.76135,11.47699748,3.653598738,0.397735461,
10/1/1995,23.41713256,1.541314837,0.459037378,5.245486406,1.196622614,4.048863792,0.304283835,1.262034437,0.393617021,0.868417415,1.518493065,0.401412429,0.043255132,1.073825503,1.990041722,0.100592718,1.889449004,6.467043106,0.841476826,5.625566279,0.582662064,4.04673571,0.408771459,3.637964251,25601.97944,11.50422282,3.653598738,0.395265054,
11/1/1995,23.43033434,1.535585042,0.459037378,5.241227962,1.19236417,4.048863792,0.30748282,1.262034437,0.393617021,0.868417415,1.534573488,0.399435028,0.041788856,1.093349603,1.984590307,0.09957663,1.885013677,6.472266932,0.833385703,5.638881229,0.582662064,4.050873912,0.404828326,3.646045586,25701.10448,11.80856177,3.653598738,0.395265054,
12/1/1995,23.4118598,1.512665862,0.459037378,5.243015999,1.196622614,4.046393385,0.307175029,1.250660942,0.389361702,0.86129924,1.540916852,0.399435028,0.040322581,1.101159243,1.996509224,0.102624894,1.89388433,6.475134229,0.84956795,5.625566279,0.582662064,4.044082224,0.404828326,3.639253898,25577.39276,11.47507735,3.653598738,0.392794647,
1/1/1996,23.26624793,1.30587058,0.40771235,5.13170683,1.210047847,3.921658983,0.331898098,1.287617476,0.405479452,0.882138024,1.636805703,0.444036319,0.103508772,1.089260613,1.996930324,0.106995885,1.889934439,6.629098617,0.661633663,5.967464953,0.635509737,3.903098214,0.402248996,3.500849218,25553.50013,12.73292484,3.525895385,0.395763598,
